,response,noun,gender,nounclass,predicate1,predicate1English,predicate2,predicate2English,class1,class2,slide_number,condition,assess,age,education,language,region,dialect,enjoyment,comments,Browser,OS,screenH,screenW,time_in_minutes,participant_id
22,0.88,sedia,Male,furniture,gigantesco,huge,rosso,red,size,color,25,NAA,Yes,30,3,italiani,Campania,Campania,1,,Chrome,Windows,1080,1920,2.3058,108
23,0.92,divano,Male,furniture,fantastico,wonderful,viola,purple,quality,color,26,ANA,Yes,30,3,italiani,Campania,Campania,1,,Chrome,Windows,1080,1920,2.3058,108
24,0.95,divano,Male,furniture,francese,French,nuovo,new,nationality,age,27,AAN,Yes,30,3,italiani,Campania,Campania,1,,Chrome,Windows,1080,1920,2.3058,108
25,0.9,ventilatore,Male,furniture,nuovo,new,gigantesco,huge,age,size,28,NAA,Yes,30,3,italiani,Campania,Campania,1,,Chrome,Windows,1080,1920,2.3058,108
0,0.08,televisore,Male,furniture,lungo,long,nuovo,new,size,age,3,NAA,Yes,31,1,Italiano,Sicilia,Siciliano,1,,Chrome,Windows,1080,1920,4.320483333333334,109
1,0.0,pomodoro,Male,food,polacco,Polish,morbido,soft,nationality,texture,4,ANA,Yes,31,1,Italiano,Sicilia,Siciliano,1,,Chrome,Windows,1080,1920,4.320483333333334,109
2,0.66,scrivania,Male,furniture,duro,hard,tedesco,German,texture,nationality,5,NAA,Yes,31,1,Italiano,Sicilia,Siciliano,1,,Chrome,Windows,1080,1920,4.320483333333334,109
3,0.0,banana,Male,food,fantastico,wonderful,duro,hard,quality,texture,6,AAN,Yes,31,1,Italiano,Sicilia,Siciliano,1,,Chrome,Windows,1080,1920,4.320483333333334,109
4,0.35,scrivania,Male,furniture,verde,green,corto,short,color,size,7,ANA,Yes,31,1,Italiano,Sicilia,Siciliano,1,,Chrome,Windows,1080,1920,4.320483333333334,109
5,0.6,banana,Male,food,viola,purple,cattivo,bad,color,quality,8,AAN,Yes,31,1,Italiano,Sicilia,Siciliano,1,,Chrome,Windows,1080,1920,4.320483333333334,109
6,0.49,scrivania,Male,furniture,piccolo,small,rotondo,round,size,shape,9,NAA,Yes,31,1,Italiano,Sicilia,Siciliano,1,,Chrome,Windows,1080,1920,4.320483333333334,109
7,0.72,carota,Male,food,corto,short,marcio,rotten,size,age,10,AAN,Yes,31,1,Italiano,Sicilia,Siciliano,1,,Chrome,Windows,1080,1920,4.320483333333334,109
8,0.74,banana,Male,food,rosso,red,liscio,smooth,color,texture,11,NAA,Yes,31,1,Italiano,Sicilia,Siciliano,1,,Chrome,Windows,1080,1920,4.320483333333334,109
9,0.68,divano,Male,furniture,gigantesco,huge,giallo,yellow,size,color,12,AAN,Yes,31,1,Italiano,Sicilia,Siciliano,1,,Chrome,Windows,1080,1920,4.320483333333334,109
10,0.69,scrivania,Male,furniture,marrone,brown,corto,short,color,size,13,NAA,Yes,31,1,Italiano,Sicilia,Siciliano,1,,Chrome,Windows,1080,1920,4.320483333333334,109
11,0.0,mela,Male,food,blu,blue,morbido,soft,color,texture,14,ANA,Yes,31,1,Italiano,Sicilia,Siciliano,1,,Chrome,Windows,1080,1920,4.320483333333334,109
12,0.76,ventilatore,Male,furniture,nuovo,new,rotondo,round,age,shape,15,AAN,Yes,31,1,Italiano,Sicilia,Siciliano,1,,Chrome,Windows,1080,1920,4.320483333333334,109
13,0.37,pomodoro,Male,food,duro,hard,lungo,long,texture,size,16,NAA,Yes,31,1,Italiano,Sicilia,Siciliano,1,,Chrome,Windows,1080,1920,4.320483333333334,109
14,0.18,pomodoro,Male,food,marrone,brown,polacco,Polish,color,nationality,17,ANA,Yes,31,1,Italiano,Sicilia,Siciliano,1,,Chrome,Windows,1080,1920,4.320483333333334,109
15,0.32,scrivania,Male,furniture,cattivo,bad,polacco,Polish,quality,nationality,18,AAN,Yes,31,1,Italiano,Sicilia,Siciliano,1,,Chrome,Windows,1080,1920,4.320483333333334,109
16,0.0,formaggio,Male,food,francese,French,fresco,fresh,nationality,age,19,NAA,Yes,31,1,Italiano,Sicilia,Siciliano,1,,Chrome,Windows,1080,1920,4.320483333333334,109
17,0.85,ventilatore,Male,furniture,rotondo,round,vecchio,old,shape,age,20,NAA,Yes,31,1,Italiano,Sicilia,Siciliano,1,,Chrome,Windows,1080,1920,4.320483333333334,109
18,0.35,formaggio,Male,food,fresco,fresh,verde,green,age,color,21,AAN,Yes,31,1,Italiano,Sicilia,Siciliano,1,,Chrome,Windows,1080,1920,4.320483333333334,109
19,0.87,sedia,Male,furniture,lungo,long,viola,purple,size,color,22,ANA,Yes,31,1,Italiano,Sicilia,Siciliano,1,,Chrome,Windows,1080,1920,4.320483333333334,109
20,0.9,divano,Male,furniture,vecchio,old,liscio,smooth,age,texture,23,ANA,Yes,31,1,Italiano,Sicilia,Siciliano,1,,Chrome,Windows,1080,1920,4.320483333333334,109
21,0.33,televisore,Male,furniture,tedesco,German,nuovo,new,nationality,age,24,AAN,Yes,31,1,Italiano,Sicilia,Siciliano,1,,Chrome,Windows,1080,1920,4.320483333333334,109
22,0.31,televisore,Male,furniture,nuovo,new,tedesco,German,age,nationality,25,AAN,Yes,31,1,Italiano,Sicilia,Siciliano,1,,Chrome,Windows,1080,1920,4.320483333333334,109
23,0.76,televisore,Male,furniture,morbido,soft,marcio,rotten,texture,age,26,AAN,Yes,31,1,Italiano,Sicilia,Siciliano,1,,Chrome,Windows,1080,1920,4.320483333333334,109
24,0.72,divano,Male,furniture,fresco,fresh,quadrato,square,age,shape,27,ANA,Yes,31,1,Italiano,Sicilia,Siciliano,1,,Chrome,Windows,1080,1920,4.320483333333334,109
25,0.21,divano,Male,furniture,marrone,brown,vecchio,old,color,age,28,AAN,Yes,31,1,Italiano,Sicilia,Siciliano,1,,Chrome,Windows,1080,1920,4.320483333333334,109
0,0.68,sedia,Female,furniture,viola,purple,tedesco,German,color,nationality,3,AAN,Yes,37,4,italiano,Lombardia,veneto e bresciano,2,,Safari,Mac,640,1024,5.901883333333333,110
1,0.92,divano,Female,furniture,duro,hard,verde,green,texture,color,4,NAA,Yes,37,4,italiano,Lombardia,veneto e bresciano,2,,Safari,Mac,640,1024,5.901883333333333,110
2,0.92,divano,Female,furniture,morbido,soft,gigantesco,huge,texture,size,5,NAA,Yes,37,4,italiano,Lombardia,veneto e bresciano,2,,Safari,Mac,640,1024,5.901883333333333,110
3,0.07,mela,Female,food,cattivo,bad,verde,green,quality,color,6,NAA,Yes,37,4,italiano,Lombardia,veneto e bresciano,2,,Safari,Mac,640,1024,5.901883333333333,110
4,0.99,ventilatore,Female,furniture,giallo,yellow,polacco,Polish,color,nationality,7,ANA,Yes,37,4,italiano,Lombardia,veneto e bresciano,2,,Safari,Mac,640,1024,5.901883333333333,110
5,0.95,formaggio,Female,food,rotondo,round,blu,blue,shape,color,8,NAA,Yes,37,4,italiano,Lombardia,veneto e bresciano,2,,Safari,Mac,640,1024,5.901883333333333,110
6,0.01,formaggio,Female,food,grande,big,francese,French,size,nationality,9,ANA,Yes,37,4,italiano,Lombardia,veneto e bresciano,2,,Safari,Mac,640,1024,5.901883333333333,110
7,1.0,televisore,Female,furniture,nuovo,new,verde,green,age,color,10,ANA,Yes,37,4,italiano,Lombardia,veneto e bresciano,2,,Safari,Mac,640,1024,5.901883333333333,110
8,0.91,divano,Female,furniture,rotondo,round,duro,hard,shape,texture,11,AAN,Yes,37,4,italiano,Lombardia,veneto e bresciano,2,,Safari,Mac,640,1024,5.901883333333333,110
9,0.08,carota,Female,food,morbido,soft,nuovo,new,texture,age,12,AAN,Yes,37,4,italiano,Lombardia,veneto e bresciano,2,,Safari,Mac,640,1024,5.901883333333333,110
10,0.98,formaggio,Female,food,polacco,Polish,liscio,smooth,nationality,texture,13,NAA,Yes,37,4,italiano,Lombardia,veneto e bresciano,2,,Safari,Mac,640,1024,5.901883333333333,110
11,0.04,carota,Female,food,francese,French,verde,green,nationality,color,14,ANA,Yes,37,4,italiano,Lombardia,veneto e bresciano,2,,Safari,Mac,640,1024,5.901883333333333,110
12,0.52,banana,Female,food,tedesco,German,rosso,red,nationality,color,15,NAA,Yes,37,4,italiano,Lombardia,veneto e bresciano,2,,Safari,Mac,640,1024,5.901883333333333,110
13,1.0,scrivania,Female,furniture,rosso,red,vecchio,old,color,age,16,AAN,Yes,37,4,italiano,Lombardia,veneto e bresciano,2,,Safari,Mac,640,1024,5.901883333333333,110
14,0.92,sedia,Female,furniture,cattivo,bad,minuscolo,tiny,quality,size,17,AAN,Yes,37,4,italiano,Lombardia,veneto e bresciano,2,,Safari,Mac,640,1024,5.901883333333333,110
15,0.78,ventilatore,Female,furniture,duro,hard,gigantesco,huge,texture,size,18,ANA,Yes,37,4,italiano,Lombardia,veneto e bresciano,2,,Safari,Mac,640,1024,5.901883333333333,110
16,0.88,pomodoro,Female,food,verde,green,piccolo,small,color,size,19,AAN,Yes,37,4,italiano,Lombardia,veneto e bresciano,2,,Safari,Mac,640,1024,5.901883333333333,110
17,0.92,mela,Female,food,marcio,rotten,minuscolo,tiny,age,size,20,AAN,Yes,37,4,italiano,Lombardia,veneto e bresciano,2,,Safari,Mac,640,1024,5.901883333333333,110
18,0.53,mela,Female,food,verde,green,liscio,smooth,color,texture,21,ANA,Yes,37,4,italiano,Lombardia,veneto e bresciano,2,,Safari,Mac,640,1024,5.901883333333333,110
19,0.65,divano,Female,furniture,viola,purple,fantastico,wonderful,color,quality,22,AAN,Yes,37,4,italiano,Lombardia,veneto e bresciano,2,,Safari,Mac,640,1024,5.901883333333333,110
20,0.51,televisore,Female,furniture,piccolo,small,marrone,brown,size,color,23,AAN,Yes,37,4,italiano,Lombardia,veneto e bresciano,2,,Safari,Mac,640,1024,5.901883333333333,110
21,0.8,scrivania,Female,furniture,cattivo,bad,tedesco,German,quality,nationality,24,AAN,Yes,37,4,italiano,Lombardia,veneto e bresciano,2,,Safari,Mac,640,1024,5.901883333333333,110
22,0.9,televisore,Female,furniture,lungo,long,marrone,brown,size,color,25,ANA,Yes,37,4,italiano,Lombardia,veneto e bresciano,2,,Safari,Mac,640,1024,5.901883333333333,110
23,0.41,banana,Female,food,corto,short,quadrato,square,size,shape,26,NAA,Yes,37,4,italiano,Lombardia,veneto e bresciano,2,,Safari,Mac,640,1024,5.901883333333333,110
24,0.92,televisore,Female,furniture,duro,hard,quadrato,square,texture,shape,27,ANA,Yes,37,4,italiano,Lombardia,veneto e bresciano,2,,Safari,Mac,640,1024,5.901883333333333,110
25,0.51,scrivania,Female,furniture,viola,purple,fresco,fresh,color,age,28,AAN,Yes,37,4,italiano,Lombardia,veneto e bresciano,2,,Safari,Mac,640,1024,5.901883333333333,110
0,0.51,mela,Female,food,tedesco,German,marrone,brown,nationality,color,3,AAN,Yes,25,3,italiano,Lombardia,,1,,Chrome,Windows,768,1366,4.3944,111
1,0.51,carota,Female,food,giallo,yellow,piccolo,small,color,size,4,NAA,Yes,25,3,italiano,Lombardia,,1,,Chrome,Windows,768,1366,4.3944,111
2,0.5,divano,Female,furniture,liscio,smooth,blu,blue,texture,color,5,AAN,Yes,25,3,italiano,Lombardia,,1,,Chrome,Windows,768,1366,4.3944,111
3,1.0,ventilatore,Female,furniture,viola,purple,marcio,rotten,color,age,6,NAA,Yes,25,3,italiano,Lombardia,,1,,Chrome,Windows,768,1366,4.3944,111
4,1.0,mela,Female,food,nuovo,new,marrone,brown,age,color,7,ANA,Yes,25,3,italiano,Lombardia,,1,,Chrome,Windows,768,1366,4.3944,111
5,0.0,ventilatore,Female,furniture,viola,purple,vecchio,old,color,age,8,ANA,Yes,25,3,italiano,Lombardia,,1,,Chrome,Windows,768,1366,4.3944,111
6,0.0,sedia,Female,furniture,cattivo,bad,quadrato,square,quality,shape,9,NAA,Yes,25,3,italiano,Lombardia,,1,,Chrome,Windows,768,1366,4.3944,111
7,0.48,mela,Female,food,blu,blue,liscio,smooth,color,texture,10,AAN,Yes,25,3,italiano,Lombardia,,1,,Chrome,Windows,768,1366,4.3944,111
8,0.5,banana,Female,food,liscio,smooth,polacco,Polish,texture,nationality,11,AAN,Yes,25,3,italiano,Lombardia,,1,,Chrome,Windows,768,1366,4.3944,111
9,0.5,ventilatore,Female,furniture,tedesco,German,marcio,rotten,nationality,age,12,AAN,Yes,25,3,italiano,Lombardia,,1,,Chrome,Windows,768,1366,4.3944,111
10,0.7,ventilatore,Female,furniture,liscio,smooth,corto,short,texture,size,13,ANA,Yes,25,3,italiano,Lombardia,,1,,Chrome,Windows,768,1366,4.3944,111
11,1.0,televisore,Female,furniture,fantastico,wonderful,vecchio,old,quality,age,14,AAN,Yes,25,3,italiano,Lombardia,,1,,Chrome,Windows,768,1366,4.3944,111
12,0.0,banana,Female,food,piccolo,small,marcio,rotten,size,age,15,AAN,Yes,25,3,italiano,Lombardia,,1,,Chrome,Windows,768,1366,4.3944,111
13,0.49,mela,Female,food,francese,French,liscio,smooth,nationality,texture,16,AAN,Yes,25,3,italiano,Lombardia,,1,,Chrome,Windows,768,1366,4.3944,111
14,0.99,televisore,Female,furniture,vecchio,old,quadrato,square,age,shape,17,ANA,Yes,25,3,italiano,Lombardia,,1,,Chrome,Windows,768,1366,4.3944,111
15,0.5,sedia,Female,furniture,marrone,brown,morbido,soft,color,texture,18,AAN,Yes,25,3,italiano,Lombardia,,1,,Chrome,Windows,768,1366,4.3944,111
16,1.0,banana,Female,food,piccolo,small,blu,blue,size,color,19,NAA,Yes,25,3,italiano,Lombardia,,1,,Chrome,Windows,768,1366,4.3944,111
17,0.5,divano,Female,furniture,fantastico,wonderful,rotondo,round,quality,shape,20,AAN,Yes,25,3,italiano,Lombardia,,1,,Chrome,Windows,768,1366,4.3944,111
18,0.51,sedia,Female,furniture,blu,blue,polacco,Polish,color,nationality,21,AAN,Yes,25,3,italiano,Lombardia,,1,,Chrome,Windows,768,1366,4.3944,111
19,0.83,pomodoro,Female,food,duro,hard,lungo,long,texture,size,22,NAA,Yes,25,3,italiano,Lombardia,,1,,Chrome,Windows,768,1366,4.3944,111
20,1.0,scrivania,Female,furniture,blu,blue,morbido,soft,color,texture,23,NAA,Yes,25,3,italiano,Lombardia,,1,,Chrome,Windows,768,1366,4.3944,111
21,0.51,formaggio,Female,food,marrone,brown,francese,French,color,nationality,24,NAA,Yes,25,3,italiano,Lombardia,,1,,Chrome,Windows,768,1366,4.3944,111
22,0.51,scrivania,Female,furniture,fantastico,wonderful,gigantesco,huge,quality,size,25,AAN,Yes,25,3,italiano,Lombardia,,1,,Chrome,Windows,768,1366,4.3944,111
23,0.5,scrivania,Female,furniture,polacco,Polish,verde,green,nationality,color,26,AAN,Yes,25,3,italiano,Lombardia,,1,,Chrome,Windows,768,1366,4.3944,111
24,0.0,formaggio,Female,food,francese,French,morbido,soft,nationality,texture,27,ANA,Yes,25,3,italiano,Lombardia,,1,,Chrome,Windows,768,1366,4.3944,111
25,0.46,televisore,Female,furniture,blu,blue,fresco,fresh,color,age,28,AAN,Yes,25,3,italiano,Lombardia,,1,,Chrome,Windows,768,1366,4.3944,111
0,0.32,mela,Male,food,marrone,brown,tedesco,German,color,nationality,3,NAA,Yes,22,1,Italiano,Veneto,veneto,1,,Chrome,Windows,939,1920,3.55165,112
1,0.68,divano,Male,furniture,vecchio,old,rosso,red,age,color,4,AAN,Yes,22,1,Italiano,Veneto,veneto,1,,Chrome,Windows,939,1920,3.55165,112
2,0.23,pomodoro,Male,food,rotondo,round,minuscolo,tiny,shape,size,5,AAN,Yes,22,1,Italiano,Veneto,veneto,1,,Chrome,Windows,939,1920,3.55165,112
3,0.67,formaggio,Male,food,duro,hard,giallo,yellow,texture,color,6,ANA,Yes,22,1,Italiano,Veneto,veneto,1,,Chrome,Windows,939,1920,3.55165,112
4,0.16,scrivania,Male,furniture,viola,purple,morbido,soft,color,texture,7,ANA,Yes,22,1,Italiano,Veneto,veneto,1,,Chrome,Windows,939,1920,3.55165,112
5,0.6,mela,Male,food,liscio,smooth,giallo,yellow,texture,color,8,AAN,Yes,22,1,Italiano,Veneto,veneto,1,,Chrome,Windows,939,1920,3.55165,112
6,0.22,mela,Male,food,duro,hard,vecchio,old,texture,age,9,ANA,Yes,22,1,Italiano,Veneto,veneto,1,,Chrome,Windows,939,1920,3.55165,112
7,0.17,ventilatore,Male,furniture,blu,blue,gigantesco,huge,color,size,10,AAN,Yes,22,1,Italiano,Veneto,veneto,1,,Chrome,Windows,939,1920,3.55165,112
8,0.49,pomodoro,Male,food,duro,hard,rotondo,round,texture,shape,11,NAA,Yes,22,1,Italiano,Veneto,veneto,1,,Chrome,Windows,939,1920,3.55165,112
9,0.2,televisore,Male,furniture,giallo,yellow,cattivo,bad,color,quality,12,AAN,Yes,22,1,Italiano,Veneto,veneto,1,,Chrome,Windows,939,1920,3.55165,112
10,0.74,televisore,Male,furniture,verde,green,quadrato,square,color,shape,13,ANA,Yes,22,1,Italiano,Veneto,veneto,1,,Chrome,Windows,939,1920,3.55165,112
11,0.3,scrivania,Male,furniture,marrone,brown,lungo,long,color,size,14,AAN,Yes,22,1,Italiano,Veneto,veneto,1,,Chrome,Windows,939,1920,3.55165,112
12,0.41,divano,Male,furniture,quadrato,square,gigantesco,huge,shape,size,15,NAA,Yes,22,1,Italiano,Veneto,veneto,1,,Chrome,Windows,939,1920,3.55165,112
13,0.32,pomodoro,Male,food,vecchio,old,grande,big,age,size,16,ANA,Yes,22,1,Italiano,Veneto,veneto,1,,Chrome,Windows,939,1920,3.55165,112
14,0.25,televisore,Male,furniture,giallo,yellow,quadrato,square,color,shape,17,AAN,Yes,22,1,Italiano,Veneto,veneto,1,,Chrome,Windows,939,1920,3.55165,112
15,0.67,televisore,Male,furniture,fresco,fresh,corto,short,age,size,18,ANA,Yes,22,1,Italiano,Veneto,veneto,1,,Chrome,Windows,939,1920,3.55165,112
16,0.23,sedia,Male,furniture,tedesco,German,gigantesco,huge,nationality,size,19,ANA,Yes,22,1,Italiano,Veneto,veneto,1,,Chrome,Windows,939,1920,3.55165,112
17,0.24,formaggio,Male,food,fresco,fresh,liscio,smooth,age,texture,20,NAA,Yes,22,1,Italiano,Veneto,veneto,1,,Chrome,Windows,939,1920,3.55165,112
18,0.74,divano,Male,furniture,liscio,smooth,verde,green,texture,color,21,ANA,Yes,22,1,Italiano,Veneto,veneto,1,,Chrome,Windows,939,1920,3.55165,112
19,0.74,ventilatore,Male,furniture,minuscolo,tiny,polacco,Polish,size,nationality,22,NAA,Yes,22,1,Italiano,Veneto,veneto,1,,Chrome,Windows,939,1920,3.55165,112
20,0.7,carota,Male,food,lungo,long,cattivo,bad,size,quality,23,NAA,Yes,22,1,Italiano,Veneto,veneto,1,,Chrome,Windows,939,1920,3.55165,112
21,0.67,televisore,Male,furniture,liscio,smooth,tedesco,German,texture,nationality,24,NAA,Yes,22,1,Italiano,Veneto,veneto,1,,Chrome,Windows,939,1920,3.55165,112
22,0.71,ventilatore,Male,furniture,blu,blue,nuovo,new,color,age,25,NAA,Yes,22,1,Italiano,Veneto,veneto,1,,Chrome,Windows,939,1920,3.55165,112
23,0.71,mela,Male,food,marcio,rotten,viola,purple,age,color,26,ANA,Yes,22,1,Italiano,Veneto,veneto,1,,Chrome,Windows,939,1920,3.55165,112
24,0.67,sedia,Male,furniture,vecchio,old,morbido,soft,age,texture,27,NAA,Yes,22,1,Italiano,Veneto,veneto,1,,Chrome,Windows,939,1920,3.55165,112
25,0.64,carota,Male,food,morbido,soft,rosso,red,texture,color,28,NAA,Yes,22,1,Italiano,Veneto,veneto,1,,Chrome,Windows,939,1920,3.55165,112
0,0.78,televisore,Male,furniture,polacco,Polish,cattivo,bad,nationality,quality,3,NAA,Yes,34,2,italiano,sardegna,sardo,1,,Firefox,Windows,768,1366,8.440616666666667,113
1,0.77,pomodoro,Male,food,minuscolo,tiny,blu,blue,size,color,4,AAN,Yes,34,2,italiano,sardegna,sardo,1,,Firefox,Windows,768,1366,8.440616666666667,113
2,1.0,televisore,Male,furniture,blu,blue,fresco,fresh,color,age,5,NAA,Yes,34,2,italiano,sardegna,sardo,1,,Firefox,Windows,768,1366,8.440616666666667,113
3,0.52,sedia,Male,furniture,marrone,brown,fresco,fresh,color,age,6,AAN,Yes,34,2,italiano,sardegna,sardo,1,,Firefox,Windows,768,1366,8.440616666666667,113
4,0.0,banana,Male,food,giallo,yellow,vecchio,old,color,age,7,ANA,Yes,34,2,italiano,sardegna,sardo,1,,Firefox,Windows,768,1366,8.440616666666667,113
5,1.0,sedia,Male,furniture,gigantesco,huge,rosso,red,size,color,8,NAA,Yes,34,2,italiano,sardegna,sardo,1,,Firefox,Windows,768,1366,8.440616666666667,113
6,1.0,scrivania,Male,furniture,francese,French,rotondo,round,nationality,shape,9,NAA,Yes,34,2,italiano,sardegna,sardo,1,,Firefox,Windows,768,1366,8.440616666666667,113
7,0.03,ventilatore,Male,furniture,cattivo,bad,quadrato,square,quality,shape,10,NAA,Yes,34,2,italiano,sardegna,sardo,1,,Firefox,Windows,768,1366,8.440616666666667,113
8,1.0,carota,Male,food,grande,big,giallo,yellow,size,color,11,ANA,Yes,34,2,italiano,sardegna,sardo,1,,Firefox,Windows,768,1366,8.440616666666667,113
9,0.02,banana,Male,food,duro,hard,viola,purple,texture,color,12,NAA,Yes,34,2,italiano,sardegna,sardo,1,,Firefox,Windows,768,1366,8.440616666666667,113
10,0.0,televisore,Male,furniture,nuovo,new,morbido,soft,age,texture,13,NAA,Yes,34,2,italiano,sardegna,sardo,1,,Firefox,Windows,768,1366,8.440616666666667,113
11,0.75,ventilatore,Male,furniture,cattivo,bad,rosso,red,quality,color,14,ANA,Yes,34,2,italiano,sardegna,sardo,1,,Firefox,Windows,768,1366,8.440616666666667,113
12,0.96,scrivania,Male,furniture,minuscolo,tiny,blu,blue,size,color,15,ANA,Yes,34,2,italiano,sardegna,sardo,1,,Firefox,Windows,768,1366,8.440616666666667,113
13,0.98,televisore,Male,furniture,piccolo,small,tedesco,German,size,nationality,16,ANA,Yes,34,2,italiano,sardegna,sardo,1,,Firefox,Windows,768,1366,8.440616666666667,113
14,0.05,divano,Male,furniture,blu,blue,liscio,smooth,color,texture,17,ANA,Yes,34,2,italiano,sardegna,sardo,1,,Firefox,Windows,768,1366,8.440616666666667,113
15,0.06,pomodoro,Male,food,giallo,yellow,nuovo,new,color,age,18,AAN,Yes,34,2,italiano,sardegna,sardo,1,,Firefox,Windows,768,1366,8.440616666666667,113
16,0.98,mela,Male,food,tedesco,German,fantastico,wonderful,nationality,quality,19,NAA,Yes,34,2,italiano,sardegna,sardo,1,,Firefox,Windows,768,1366,8.440616666666667,113
17,0.96,carota,Male,food,corto,short,rotondo,round,size,shape,20,NAA,Yes,34,2,italiano,sardegna,sardo,1,,Firefox,Windows,768,1366,8.440616666666667,113
18,0.98,ventilatore,Male,furniture,polacco,Polish,rosso,red,nationality,color,21,NAA,Yes,34,2,italiano,sardegna,sardo,1,,Firefox,Windows,768,1366,8.440616666666667,113
19,0.74,divano,Male,furniture,minuscolo,tiny,marrone,brown,size,color,22,AAN,Yes,34,2,italiano,sardegna,sardo,1,,Firefox,Windows,768,1366,8.440616666666667,113
20,0.02,televisore,Male,furniture,duro,hard,rotondo,round,texture,shape,23,NAA,Yes,34,2,italiano,sardegna,sardo,1,,Firefox,Windows,768,1366,8.440616666666667,113
21,0.95,carota,Male,food,vecchio,old,viola,purple,age,color,24,ANA,Yes,34,2,italiano,sardegna,sardo,1,,Firefox,Windows,768,1366,8.440616666666667,113
22,0.02,scrivania,Male,furniture,fresco,fresh,polacco,Polish,age,nationality,25,NAA,Yes,34,2,italiano,sardegna,sardo,1,,Firefox,Windows,768,1366,8.440616666666667,113
23,0.04,scrivania,Male,furniture,nuovo,new,grande,big,age,size,26,ANA,Yes,34,2,italiano,sardegna,sardo,1,,Firefox,Windows,768,1366,8.440616666666667,113
24,0.05,pomodoro,Male,food,tedesco,German,gigantesco,huge,nationality,size,27,AAN,Yes,34,2,italiano,sardegna,sardo,1,,Firefox,Windows,768,1366,8.440616666666667,113
